# Time-averaged data for fix msd_out
# TimeStep c_msd_c[4]
19655000 1.67377
19660000 1.82476
19665000 1.56368
19670000 2.06601
19675000 1.94927
19680000 1.90978
19685000 1.42656
19690000 1.88067
19695000 1.68629
19700000 1.59852
19705000 1.71724
19710000 1.7265
19715000 2.17818
19720000 1.5073
19725000 2.03026
19730000 1.59783
19735000 1.72646
19740000 1.75523
19745000 1.63896
19750000 1.98433
19755000 1.75617
19760000 1.54167
19765000 1.89829
19770000 2.12838
19775000 1.41423
19780000 1.92973
19785000 1.61679
19790000 1.77927
19795000 1.54944
19800000 1.47263
19805000 1.63742
19810000 1.54264
19815000 1.66391
19820000 1.46955
19825000 1.41701
19830000 1.59611
19835000 1.68852
19840000 1.48074
19845000 1.48142
19850000 1.62643
19855000 1.38685
19860000 1.95698
19865000 1.83496
19870000 1.89015
19875000 2.05937
19880000 1.7245
19885000 1.91594
19890000 1.92194
19895000 1.39656
19900000 2.14263
19905000 1.76998
19910000 1.62826
19915000 1.73067
19920000 1.86916
19925000 1.82355
19930000 1.96723
19935000 1.74197
19940000 1.55931
19945000 1.54519
19950000 1.85144
19955000 1.8945
19960000 1.19652
19965000 2.11267
19970000 1.34893
19975000 1.53738
19980000 1.61074
19985000 1.57853
19990000 1.65795
19995000 1.61924
20000000 1.55619
