# Time-averaged data for fix data_output
# TimeStep c_thermo_temp c_thermo_press v_density
815000 346.77 233.26 1.18464
816000 344.044 -1745.39 1.18126
817000 353.702 -1312.79 1.17777
818000 348.749 705.498 1.19528
819000 342.326 -1871.87 1.17067
820000 343.833 853.973 1.19207
821000 352.815 1139.16 1.18226
822000 343.422 214.392 1.17288
823000 347.556 1257.7 1.18221
824000 332.534 2301.45 1.1822
825000 348.734 -373.842 1.18815
826000 357.001 -862.783 1.1751
827000 349.468 -1534.09 1.18831
828000 350.701 -826.575 1.18412
829000 351.009 1776.94 1.18261
830000 344.456 -380.238 1.17487
831000 348.113 -2196.47 1.18397
832000 349.146 1870.53 1.18689
833000 345.246 842.236 1.18966
834000 351.048 376.345 1.19099
835000 345.629 -1470.43 1.18463
836000 339.876 -810.166 1.18138
837000 345.325 -579.911 1.19403
838000 351.514 -182.343 1.18275
839000 350.237 11.4253 1.16681
840000 343.649 2030.45 1.19197
841000 341.519 -203.655 1.1834
842000 349.531 1715.56 1.18602
843000 345.404 -130.602 1.18705
844000 345.106 1929.61 1.19585
845000 338.68 -100.144 1.19298
846000 337.981 258.543 1.18795
847000 340.813 -614.123 1.19087
848000 332.687 2830.64 1.18495
849000 343.673 449.726 1.18558
850000 342.581 1105.53 1.18732
851000 345.035 -2469.94 1.19236
852000 342.873 -864.525 1.18976
853000 340.443 -460.334 1.18488
854000 339.866 1638.63 1.19075
855000 346.463 1200.38 1.19388
856000 338.749 345.636 1.19656
857000 337.034 797.347 1.19042
858000 338.403 -1594.66 1.18345
859000 337.846 -1211.06 1.194
860000 348.977 1251.9 1.19582
861000 328.941 -1767.73 1.18621
862000 334.561 -112.766 1.18529
863000 334.985 169.947 1.19166
864000 337.696 -2903.88 1.19331
865000 341.386 1666.03 1.19024
866000 342.654 2197.81 1.19655
867000 338.734 -1585.57 1.19546
868000 334.144 759.324 1.19392
869000 345.37 -67.4753 1.20217
870000 341.008 1054.99 1.19313
871000 335.719 1190.55 1.19956
872000 330.536 2341.01 1.19747
873000 341.193 -1422.29 1.18501
874000 331.376 -738.717 1.20167
875000 337.973 640.176 1.19566
876000 332.406 1250.96 1.19838
877000 334.68 1791.41 1.20781
878000 341.836 724.541 1.17951
879000 334.159 311.561 1.17932
880000 332.207 1461.49 1.20172
881000 335.618 724.365 1.19243
882000 336.863 -2875.46 1.18737
883000 338.432 -1576.28 1.20546
884000 337.423 374.206 1.19462
885000 336.088 -3371.35 1.18588
886000 341.236 -639.592 1.21069
887000 336.453 -2289.04 1.18717
888000 326.571 1413.95 1.19285
889000 334.285 -596.182 1.18618
890000 337.37 -1186.94 1.19219
891000 334.722 140.077 1.20333
892000 338.405 -403.443 1.18765
893000 340.481 2218.99 1.18875
894000 337.941 -48.6195 1.19931
895000 341.089 -1235.64 1.19972
896000 335.434 1479.8 1.20386
897000 333.186 -1374.59 1.18805
898000 331.2 2139.56 1.19924
899000 333.234 -219.177 1.19847
900000 327.335 2139.68 1.19914
901000 328.314 -255.866 1.18906
902000 333.905 -223.354 1.1946
903000 337.551 -743.548 1.20533
904000 327.336 -563.322 1.19646
905000 333.577 558.177 1.20363
906000 328.524 540.994 1.19963
907000 333.517 1155.91 1.19635
908000 331.813 -1034.46 1.19108
909000 339.302 1889.85 1.18946
910000 325.6 -515.291 1.20015
911000 324.696 805.772 1.19642
912000 329.74 263.673 1.20842
913000 330.43 456.614 1.20083
914000 326.692 475.434 1.19901
915000 332.429 -613.073 1.1858
916000 328.787 1489.67 1.20285
917000 328.884 660.109 1.20154
918000 329.429 -519.788 1.19786
919000 326.059 1773.05 1.18462
920000 328.781 2262.36 1.20373
921000 323.482 288.313 1.19777
922000 321.34 -1470.07 1.18727
923000 326.849 1966.94 1.20392
924000 323.437 -377.368 1.19685
925000 333.735 -690.53 1.19971
926000 332.041 275.135 1.21027
927000 326.919 -658.378 1.19673
928000 324.781 278.218 1.20806
929000 332.591 -106.495 1.198
930000 324.539 -1799.59 1.18615
931000 326.544 1229.4 1.2072
932000 329.501 -84.8473 1.20401
933000 322.732 562.899 1.19828
934000 326.423 318.748 1.20701
935000 327.652 -1291.99 1.20548
936000 323.167 -573.292 1.19103
937000 323.226 317.963 1.20482
938000 325.641 -404.368 1.20519
939000 331.32 1336.48 1.20348
940000 319.736 -1840.47 1.20509
941000 322.928 1502.51 1.20461
942000 331.119 225.784 1.1981
943000 321.929 1087.01 1.20094
944000 322.253 262.849 1.20323
945000 320.048 2096.57 1.2064
946000 321.672 533.205 1.20032
947000 329.038 2626.82 1.19364
948000 331.599 1437.97 1.20629
949000 322.552 -2234.28 1.19266
950000 319.316 -339.342 1.2006
951000 315.458 743.98 1.20054
952000 322.661 2318.66 1.19908
953000 323.904 302.669 1.21505
954000 319.441 867.052 1.20947
955000 325.027 105.958 1.20035
956000 320.764 1005.77 1.19511
957000 327.017 1419.73 1.20509
958000 320.876 -1096.31 1.19559
959000 312.478 -1192.73 1.21053
960000 320.115 -1891.09 1.20614
961000 316.579 -285.932 1.19824
962000 319.585 1915.23 1.19976
963000 324.978 341.259 1.21178
964000 317.749 282.519 1.20235
965000 315.782 1971.86 1.20966
966000 316.604 -1545.34 1.2
967000 326.195 -1109.65 1.1971
968000 314.579 730.159 1.21331
969000 317.275 1822.2 1.20553
970000 319.05 -1200.25 1.20479
971000 316.122 -2410.92 1.19461
972000 318.732 -743.582 1.20263
973000 319.666 -668.02 1.19133
974000 307.388 850.566 1.20512
975000 316.571 -143.514 1.20717
976000 319.724 -976.077 1.19518
977000 317.386 2364.8 1.20059
978000 324.128 889.833 1.19716
979000 320.315 -1260.65 1.19697
980000 319.059 -751.947 1.2101
981000 313.038 1524.4 1.19886
982000 317.505 -568.041 1.20076
983000 317.517 461.62 1.20948
984000 316.063 -183.272 1.19465
985000 314.123 697.192 1.20352
986000 310.972 -1014.34 1.20504
987000 310.335 25.5392 1.19759
988000 311.454 1864.43 1.21249
989000 315.514 766.987 1.20189
990000 314.442 1334.58 1.2053
991000 310.42 -1175.66 1.20183
992000 307.9 1362.6 1.19892
993000 305.803 -1297.05 1.20846
994000 317.027 -181.096 1.21079
995000 318.263 2448.68 1.20602
996000 308.213 2371.34 1.20378
997000 318.127 497.851 1.2071
998000 313.399 438.143 1.2016
999000 310.266 1699.95 1.20666
1000000 307.228 -693.918 1.2057
